id,freq_rank,t_word,freq_english,freq_ipa,frequency,freq_example,smart_match_id,dict_id,rom_id,e_dict,e_dict_v,dict_category,rom_category,romanization,phonetic,_sample_sentence,t_def,t_syn,t_ant,e_related,etymology,domain,match_type
1145,1212,ภาษี,tax,pʰaː sǐː,4485,เขามีภาษีดีกว่าเพราะเรียนจบมาจากเมืองนอก,4866,9573,6981,tax,tax ; duty ; toll ; rate ; dues ; levy ; impost,N,n.,phāsī,#NAME?,รัฐบาลได้มีการประกาศเพิ่มภาษีจากร้อยละ 7 มาเป็นร้อยละ 10,เงินที่รัฐหรือท้องถิ่นเรียกเก็บจากบุคคล เพื่อใช้จ่ายในการบริหารประเทศหรือท้องถิ่น,"ค่าธรรมเนียม, ภาษีอากร, เงินภาษี",,duty; toll; due; customs; levy; cess; gabelle,,ECONO ; LEGIS ; TOURIST,matched
1146,1213,ป้า,aunt,pâː,5631,เมื่อถึงคราวที่แม่ต้องไปต่างจังหวัดนานๆ แม่จะให้ป้ามาคอยดูแลหนูนาเสมอ,4058,13433,6556,aunt,aunt ; auntie ; aunty ; mother's older sister ; father's older sister,N,n.,pā,\pā,เมื่อถึงคราวที่แม่ต้องไปต่างจังหวัดนานๆ แม่จะให้ป้ามาคอยดูแลหนูนาเสมอ,พี่สาวของพ่อหรือแม่ หรือหญิงที่มีวัยไล่เลี่ยแต่แก่กว่าพ่อหรือแม่,,,,,FAMILIA,matched
1147,1214,กองทัพ,"army, troops",kɔːŋ tʰáp,2210,ในที่สุดกองทัพของนายพลเจียงไคเช็กก็หนีไปตั้งมั่นที่ไต้หวัน,265,31400,4497,army,army ; armed forces ; army corps ; troops ; forces,N,n.,køngthap,#NAME?,ในที่สุดกองทัพของนายพลเจียงไคเช็กก็หนีไปตั้งมั่นที่ไต้หวัน,หน่วยทหารที่ประกอบด้วยทหาร 3 กองพล และมีทหารหน่วยอื่นๆ เช่น หน่วยทหารช่าง หน่วยทหารสื่อสาร หน่วยทหารรถถัง หน่วยทหารปืนใหญ่ เป็นส่วนประกอบ มีแม่ทัพเป็นผู้บังคับบัญชา,,,army corps; troops; forces,,MILIT ; RID,matched
1106,1171,สะสม,cumulative; collection,sàʔ sǒm,2577,เชื้อโรคต่างๆ ได้สะสมและเพิ่มขึ้นอย่างมากมายในห้องสำนักงาน,,,,,cumulative; collection,,,s̄as̄m,,,,,,,,,freq_only
1108,1173,ชัย,victory,tɕʰaj,4968,ทีมเจ้าบ้านได้รับชัยในการแข่งขันเบสบอล,16467,27911,,victory,victory,N,,chạy,,ทีมเจ้าบ้านได้รับชัยในการแข่งขันเบสบอล,,"ชัยชนะ, การชนะ, ความชนะ",,triumph; win; success,,,dict_only
1150,1217,กล้อง,camera,klɔ̂ːŋ,1854,ผมยกกล้องขึ้นเพื่อเริ่มบันทึกภาพถ่ายในงาน,184,21571,4397,camera,camera,N,n.,klǿng,\klǿng,ผมยกกล้องขึ้นเพื่อเริ่มบันทึกภาพถ่ายในงาน,เครื่องมือที่ประกอบด้วยเลนส์และฟิล์มสำหรับบันทึกภาพ,"กล้องถ่ายรูป, กล้องถ่ายภาพ",,,,,matched
1109,1174,โดยตรง,directly,doːj troŋ,4031,ลูกน้องพูดกับหัวหน้าโดยตรงไม่อ้อมค้อม,18154,21168,,directly,directly,ADV,,doytrng,,ลูกน้องพูดกับหัวหน้าโดยตรงไม่อ้อมค้อม,,ต่อหน้า,โดยอ้อม,,,,dict_only
1153,1220,แฟน,"fan; boyfriend, girlfriend",fɛːn,5345,นักมวยออกหมัดรุกไล่คู่ชกเรียกเสียงโห่ฮาจากแฟนมวยรอบสนามได้ทุกระยะ,4800,11959,1527,fan,fan ; aficionado ; supporter ; admirer ; follower ; devotee,N,n.,faēn,#NAME?,นักมวยออกหมัดรุกไล่คู่ชกเรียกเสียงโห่ฮาจากแฟนมวยรอบสนามได้ทุกระยะ,ผู้นิยมชมชอบในสิ่งใดสิ่งหนึ่ง เช่น ฟุตบอล ภาพยนตร์ ดารานักร้อง,,,aficionado; supporter; admirer; follower,fan (eng),RID,matched
1154,1221,ทรัพย์สิน,capital; asset,sáp sǐn,5648,ปี พ.ศ.2112 พม่าถือโอกาสกวาดต้อนทรัพย์สินและเชลยศึก กลับสู่กรุงหงสาวดีเป็นจำนวนมหาศาล,2948,24325,8926,asset,assets ; capital ; property ; possessions ; wealth,N,n.,sapsin,¯sap/sin,ปี พ.ศ.2112 พม่าถือโอกาสกวาดต้อนทรัพย์สินและเชลยศึก กลับสู่กรุงหงสาวดีเป็นจำนวนมหาศาล,วัตถุทั้งที่มีรูปร่างและไม่มีรูปร่าง ซึ่งอาจมีราคาและอาจถือเอาได้,"เงิน, เงินตรา, ทรัพย์สมบัติ, สมบัติ, สินทรัพย์",,capital; property; possessions,,COMM ; ECONO (accounting),matched
1115,1180,ลาย,striped,laːj,3336,หลังคลอด ผู้หญิงมักจะมีท้องลาย,33416,7032,,striped,striped,ADJ,,lāy,,หลังคลอด ผู้หญิงมักจะมีท้องลาย,เป็นแนวยาวหรือจุดบนพื้นผิว,,,streaked,,,dict_only
1157,1224,ทางเลือก,alternative; choice,tʰaːŋ lɯ̂ːak,1991,การเดินทางเข้ากรุงเทพฯ ดูเหมือนจะเป็นทางเลือกเดียวที่เขาพอจะทำได้,3066,24939,9964,choice,choice ; alternative ; option,N,n.,thāng leūak,#NAME?,การเดินทางเข้ากรุงเทพฯ ดูเหมือนจะเป็นทางเลือกเดียวที่เขาพอจะทำได้,วิถีทางที่จะเลือกตัดสินใจ,"ช่องทาง, โอกาส, หนทาง, ลู่ทาง, วิธีเลือก, วิถีทาง",,alternatives; option,,ECONO,matched
1158,1226,ยศ,rank; title,jót,1773,เขามียศเป็นถึงพลโท ใครๆ ก็กลัวเกรงเขาทั้งนั้น,5192,9200,11248,rank,rank ; position ; title,N,n.,yot,¯yot,เขามียศเป็นถึงพลโท ใครๆ ก็กลัวเกรงเขาทั้งนั้น,เครื่องกำหนดหมายฐานะหรือชั้นของบุคคล,"ตำแหน่ง, ฐานะ, ขั้น, ฐานันดร",,title,ยส (pli),RID ; SECURIT,matched
1159,1227,ก่อให้เกิด,cause; produce,kɔ̀ː hâj kɤ̀ːt,4436,จำนวนคนว่างงานที่เพิ่มสูงขึ้นทุกขณะอาจจะก่อให้เกิดปัญหาอาชญากรรม,283,9005,4444,cause,cause ; produce ; lead to ; create ; provoke ; result in ; bring about ; engender ; trigger off ; start ; prompt ; generate ; spark ; spur,V,v. exp.,køhaikoēt,_kø\hai_koēt,จำนวนคนว่างงานที่เพิ่มสูงขึ้นทุกขณะอาจจะก่อให้เกิดปัญหาอาชญากรรม,"ทำให้เกิด, เป็นเหตุให้เกิด",,,produce; lead to; create; result in; bring about,,,matched
1160,1228,จัดตั้ง,establish,tɕàt tâŋ,3924,องค์การสหประชาชาติได้จัดตั้งองค์กรต่างๆ ขึ้นมา เพื่อรองรับตามสายงานแต่ละเป้าหมาย,1781,38453,2213,set up,establish ; found ; set up ; form ; organize ; mount,V,v.,jattang,_jat\tang,องค์การสหประชาชาติได้จัดตั้งองค์กรต่างๆ ขึ้นมา เพื่อรองรับตามสายงานแต่ละเป้าหมาย,,ตั้งขึ้น,ล้มเลิก,"establish, form, organize",,RID,matched
1161,1229,ขวา,right,kʰwǎː,2540,การฟังเรื่องที่ครูสอนแบบทะลุหูซ้ายออกหูขวาไม่จัดว่าเป็นการเรียนรู้,649,38089,4034,right,right,ADJ,adj.,khwā,/khwā,การฟังเรื่องที่ครูสอนแบบทะลุหูซ้ายออกหูขวาไม่จัดว่าเป็นการเรียนรู้,ตรงข้ามกับซ้าย,,ซ้าย,,,RID ; TOURIST,matched
